iter	Logloss
224	0.124607153
225	0.1244363142
226	0.1242134527
227	0.1240299304
228	0.1239006928
229	0.1236242461
230	0.1235156787
231	0.1232991541
232	0.1230362834
233	0.1227587902
234	0.1225587465
235	0.1222903204
236	0.1220960559
237	0.1219001884
238	0.1216894299
239	0.1215614254
240	0.1213274846
241	0.12116227
242	0.1210089586
243	0.1209012893
244	0.1206722449
245	0.1204733841
246	0.1203445645
247	0.1201596443
248	0.1200474235
249	0.1198765323
250	0.1197246275
251	0.1194913163
252	0.1193243383
253	0.1190694904
254	0.118885034
255	0.1187573154
256	0.1186436651
257	0.11843577
258	0.118306013
259	0.118042193
260	0.1178555726
261	0.1176277853
262	0.1174296382
263	0.1172335197
264	0.1170998495
265	0.1168938761
266	0.1167173006
267	0.1166007716
268	0.1164206365
269	0.1162903273
270	0.1160339244
271	0.115921349
272	0.115788818
273	0.1155526391
274	0.1154484116
275	0.1153156101
276	0.1150911543
277	0.114936923
278	0.1147931992
279	0.114620251
280	0.114456084
281	0.1143327184
282	0.1141383601
283	0.1139339831
284	0.1138134973
285	0.1136413838
286	0.1134608111
287	0.1132475569
288	0.1131284886
289	0.1130550712
290	0.1129565847
291	0.1127571805
292	0.1126332158
293	0.1123939126
294	0.1122833876
295	0.1121524226
296	0.1119286663
297	0.1117814615
298	0.111606871
299	0.1115089651
300	0.1113901226
301	0.1112776519
302	0.1111046699
303	0.1109643268
304	0.1108334633
305	0.1107531536
306	0.1106893991
307	0.1105173227
308	0.1104245402
309	0.1102420709
310	0.1100684887
311	0.1100098728
312	0.1098083461
313	0.10966225
314	0.1096198477
315	0.1094118206
316	0.1093086374
317	0.1090970681
318	0.1089665843
319	0.1088727542
320	0.108759835
321	0.1086108569
322	0.1084555191
323	0.1082125068
324	0.1081366286
325	0.1079910563
326	0.1078624648
327	0.1077174904
328	0.107671689
329	0.1075650946
330	0.1074783924
331	0.1074014525
332	0.1072537828
333	0.107176869
334	0.1070170942
335	0.1068753303
336	0.1068038619
337	0.1066353823
338	0.106418169
339	0.1062408941
340	0.1061618447
341	0.1060344339
342	0.1059745555
343	0.1057709936
344	0.1056412366
345	0.1055201659
346	0.1053602569
347	0.1052244588
348	0.1051353679
349	0.1049656399
350	0.1048452163
351	0.104647234
352	0.104525347
353	0.1043998338
354	0.1042375393
355	0.104124343
356	0.1040427118
357	0.1038572569
358	0.103756517
359	0.1036760916
360	0.1034825212
361	0.1034050978
362	0.1033103597
363	0.1031846589
364	0.103015937
365	0.1029810054
366	0.1027833657
367	0.1026507388
368	0.1026139116
369	0.1024614362
370	0.1024139454
371	0.1023562222
372	0.1022025223
373	0.1020765552
374	0.1019767167
375	0.101913008
376	0.1018006694
377	0.1017601102
378	0.1016850417
379	0.1016379777
380	0.101501455
381	0.1014266179
382	0.1012764154
383	0.1011019799
384	0.1010122015
385	0.1009348741
386	0.1008791893
387	0.1007754551
388	0.1007309697
389	0.1006453718
390	0.1005781122
391	0.1004906756
392	0.1003464423
393	0.1002600162
394	0.1002336508
395	0.1000913762
396	0.0999847076
397	0.09983441458
398	0.09977559901
399	0.09967340779
400	0.09957319389
401	0.09944377736
402	0.09933123247
403	0.09926659623
404	0.09908344711
405	0.09898621121
406	0.09890735612
407	0.09885316303
408	0.09879675582
409	0.09876404922
410	0.09870470985
411	0.09859321254
412	0.09846250835
413	0.09830219776
414	0.09811249903
415	0.09796253884
416	0.0979436877
417	0.09777106903
418	0.09758612155
419	0.09744514553
420	0.09728047654
421	0.09715472548
422	0.09700822343
423	0.09685928027
424	0.09676280605
425	0.09660058907
426	0.09646832332
427	0.09637869007
428	0.09628120755
429	0.09613248482
430	0.09598824818
431	0.0958229921
432	0.09569177394
433	0.09562858686
434	0.09552964753
435	0.0954710251
436	0.09543970328
437	0.09532129953
438	0.09522119148
439	0.09512255006
440	0.09506148326
441	0.09494558281
442	0.09483738433
443	0.09474932683
444	0.09464040921
445	0.09448880562
446	0.09435352805
447	0.0942457486
448	0.09418738916
449	0.09408247639
450	0.0940300642
451	0.09400897056
452	0.09393233724
453	0.09385928318
454	0.09381626001
455	0.09379037583
456	0.09368845305
457	0.09361210127
458	0.09352117382
459	0.09341522655
460	0.09331995161
461	0.09328124101
462	0.09318398328
463	0.09305626581
464	0.0929960218
465	0.09289577844
466	0.09278806446
467	0.09275762436
468	0.09268940449
469	0.0926163417
470	0.09259397349
471	0.09252533895
472	0.09244626235
473	0.09240307658
474	0.09234656461
475	0.09231146929
476	0.09216571691
477	0.09205825719
478	0.09195582154
479	0.09184867282
480	0.09169203425
481	0.09161209448
482	0.0915261649
483	0.09141959563
484	0.09135607245
485	0.09131439914
486	0.09127361955
487	0.09116949793
488	0.09112355679
489	0.09102334289
490	0.09100075535
491	0.09096592519
492	0.09087583035
493	0.09076179592
494	0.09060400064
495	0.0904722816
496	0.0903702617
497	0.09030045517
498	0.09020122448
499	0.09012281026
500	0.08999494656
501	0.08987758603
502	0.08975369772
503	0.08966523865
504	0.0895865036
505	0.08949732649
506	0.08943480834
507	0.08930638702
508	0.08922292036
509	0.08912340814
510	0.08905838669
511	0.08900830538
512	0.0889010159
513	0.08879013951
514	0.08875361794
515	0.08860089801
516	0.08853260175
517	0.08844916565
518	0.08835073374
519	0.08822442724
520	0.0881529904
521	0.08805062895
522	0.08794891569
523	0.08785696138
524	0.08779693235
525	0.08766848484
526	0.0875938212
527	0.0874544995
528	0.08738482828
529	0.08724344523
530	0.08718683504
531	0.08707719939
532	0.08702873749
533	0.08692347225
534	0.08685050658
535	0.08680652639
536	0.08677161549
537	0.08675431281
538	0.08667578619
539	0.08656568458
540	0.08651654611
541	0.08642113803
542	0.08634258413
543	0.08626108498
544	0.08614590911
545	0.08610442786
546	0.0860840337
547	0.0859629084
548	0.08591457308
549	0.08585198181
550	0.08576583289
551	0.08569250057
552	0.08559726927
553	0.08550665828
554	0.08540008682
555	0.08538997432
556	0.08529360376
557	0.08518819339
558	0.08514882478
559	0.08508227232
560	0.08497285273
561	0.08490703031
562	0.08481082563
563	0.08475677877
564	0.08465963889
565	0.08456053806
566	0.08445134873
567	0.0844058037
568	0.08428688379
569	0.08418296842
570	0.08410129576
571	0.08401444954
572	0.08390977793
573	0.08382977377
574	0.08377381724
575	0.08367511908
576	0.08355935612
577	0.08347986485
578	0.08347055986
579	0.08339559068
580	0.0832945027
581	0.0832325138
582	0.08318415775
583	0.0831232088
584	0.08303761423
585	0.08293324708
586	0.08282980857
587	0.08270071505
588	0.08260462385
589	0.08254473559
590	0.08250600535
591	0.08242569237
592	0.08230400727
593	0.0822413047
594	0.08212234223
595	0.08211333078
596	0.08203457173
597	0.08197680374
598	0.08189406822
599	0.08181283423
600	0.08180456046
601	0.08172391357
602	0.08163899884
603	0.08162987608
604	0.08154358639
605	0.08143383507
606	0.0813400944
607	0.08128276291
608	0.08119644921
609	0.08110044859
610	0.08102056447
611	0.08094596849
612	0.08086355597
613	0.08076539579
614	0.08068809899
615	0.08064808873
616	0.08061727106
617	0.08054342477
618	0.08047399908
619	0.08042496864
620	0.08038755116
621	0.08033651938
622	0.08026579294
623	0.08020133784
624	0.08014551444
625	0.08009175457
626	0.080018503
627	0.07998090874
628	0.0799048374
629	0.07986612462
630	0.07977100572
631	0.07971901693
632	0.07963203649
633	0.07957016217
634	0.07950014285
635	0.07944656631
636	0.07934583298
637	0.07925890655
638	0.07918528614
639	0.07910678844
640	0.07902435301
641	0.07897067498
642	0.07888339117
643	0.0787952311
644	0.07876718245
645	0.07871876528
646	0.07862265499
647	0.07856248246
648	0.07844426585
649	0.07841509486
650	0.07828674447
651	0.07815833188
652	0.0781118844
653	0.07808546006
654	0.07799662942
655	0.07795369409
656	0.07792815911
657	0.07791470741
658	0.07786031572
659	0.07776550946
660	0.07769910049
661	0.07761744911
662	0.07759087145
663	0.07754145362
664	0.07744157037
665	0.07737944616
666	0.07730256185
667	0.07723992803
668	0.07714967606
669	0.07706294169
670	0.07697451044
671	0.07690666486
672	0.07684130895
673	0.07674527668
674	0.07671259627
675	0.07659905562
676	0.07656984916
677	0.07648782349
678	0.07642715881
679	0.07635461163
680	0.07628787202
681	0.07620856899
682	0.07612534732
683	0.07604818092
684	0.07598736347
685	0.0758907714
686	0.07581211928
687	0.07577835363
688	0.0757283078
689	0.07566851392
690	0.07564070807
691	0.07553840937
692	0.07546791481
693	0.07537612037
694	0.07533729683
695	0.07529591706
696	0.07523355059
697	0.07517884134
698	0.07511592926
699	0.07505526185
700	0.07498737099
701	0.07489952574
702	0.07480997815
703	0.07476787762
704	0.07473778563
705	0.07470672952
706	0.07462710785
707	0.07457265559
708	0.07452079556
709	0.07447698288
710	0.07444591695
711	0.07440011494
712	0.07431741543
713	0.07428985074
714	0.07420309345
715	0.07410728216
716	0.07404127532
717	0.07395609433
718	0.07387577208
719	0.0737934354
720	0.0737216319
721	0.07368074974
722	0.07362930384
723	0.07356601364
724	0.07352069014
725	0.07345233332
726	0.0733577584
727	0.07333710943
728	0.07328145517
729	0.07317957223
730	0.07312760036
731	0.07310126768
732	0.07305498716
733	0.07294940655
734	0.07284070882
735	0.07279272488
736	0.07273479539
737	0.07267449846
738	0.07258896008
739	0.07254011024
740	0.07244807627
741	0.07234186547
742	0.07227460207
743	0.07226175547
744	0.07215368738
745	0.07209698608
746	0.07203878596
747	0.07196713033
748	0.07190131555
749	0.07182412897
750	0.0717747597
751	0.07171671726
752	0.07165339596
753	0.07162845352
754	0.07160007804
755	0.07153080349
756	0.07144472386
757	0.07136973941
758	0.07132792751
759	0.07124651074
760	0.07114450994
761	0.07107586558
762	0.07102723017
763	0.07097841252
764	0.07089539
765	0.07084067584
766	0.07078133865
767	0.07073487699
768	0.07065527932
769	0.07061631828
770	0.0705945377
771	0.07058217452
772	0.07052703041
773	0.07051493731
774	0.07042071595
775	0.07035487061
776	0.07029011979
777	0.0702274636
778	0.07015782239
779	0.07011160025
780	0.07008976129
781	0.06999040293
782	0.06996532135
783	0.06991120847
784	0.06989448578
785	0.06986634001
786	0.06984007336
787	0.0698055482
788	0.06973316526
789	0.06966809852
790	0.06965099608
791	0.06960209987
792	0.06954887579
793	0.06946211742
794	0.06937178305
795	0.06932313127
796	0.06925461567
797	0.06919892322
798	0.06917109282
799	0.0691174077
800	0.06907532899
801	0.06900734701
802	0.06897079489
803	0.06889016654
804	0.06885643799
805	0.06880016773
806	0.0687450831
807	0.06871635679
808	0.06865863136
809	0.06858365345
810	0.06849839716
811	0.06847290528
812	0.06840964236
813	0.06837507138
814	0.06834230748
815	0.06824966569
816	0.06819651037
817	0.06816722153
818	0.06811663934
819	0.06807856712
820	0.06799771289
821	0.06795079563
822	0.06788783171
823	0.06784037648
824	0.06778874452
825	0.06773974846
826	0.06767956174
827	0.06763679228
828	0.06756781181
829	0.06751491621
830	0.06746214827
831	0.06741309546
832	0.06738076916
833	0.06735869667
834	0.06730021938
835	0.06727751998
836	0.06722285929
837	0.06715290053
838	0.0671171461
839	0.06708578118
840	0.06701958174
841	0.06695255513
842	0.06688694441
843	0.06684000315
844	0.06679959458
845	0.06673156677
846	0.06667951415
847	0.06664605404
848	0.06659875758
849	0.06653781245
850	0.06647605708
851	0.06641408837
852	0.06629659471
853	0.06625076269
854	0.06621110435
855	0.06615242136
856	0.06608964186
857	0.06604676437
858	0.06600412094
859	0.06594976308
860	0.06593281451
861	0.06586632261
862	0.06584350863
863	0.06578220176
864	0.06577266597
865	0.06574729958
866	0.06570160942
867	0.06562508468
868	0.0655523007
869	0.06548155352
870	0.06543758588
871	0.06540484927
872	0.06536730248
873	0.06531417881
874	0.06528333767
875	0.06524861174
876	0.06520771975
877	0.06518212257
878	0.06513428049
879	0.06506458035
880	0.06496119586
881	0.0648920528
882	0.06484283467
883	0.06479619677
884	0.06474059816
885	0.06468063842
886	0.06466461195
887	0.0646500139
888	0.0646045218
889	0.06456736295
890	0.06453385647
891	0.06444675926
892	0.06440350529
893	0.06437430975
894	0.06431330842
895	0.06428388535
896	0.06422141085
897	0.06413252292
898	0.06406536865
899	0.06401375306
900	0.06399716133
901	0.06396783211
902	0.06393036334
903	0.0639122526
904	0.06386861342
905	0.06382350326
906	0.06377403632
907	0.06374438573
908	0.06371373229
909	0.06363602847
910	0.0635803011
911	0.06353909865
912	0.0634982405
913	0.063445394
914	0.06340750401
915	0.0633850796
916	0.06332107082
917	0.06327255108
918	0.06325818274
919	0.06318923993
920	0.0631696511
921	0.06311540618
922	0.0630765881
923	0.0630461409
924	0.06300707565
925	0.06294305159
926	0.06290513705
927	0.06285837148
928	0.0628392377
929	0.06279331456
930	0.06278235089
931	0.06272614174
932	0.06268786054
933	0.06264416026
934	0.06260937703
935	0.06254355679
936	0.06249208306
937	0.06244954331
938	0.06237721984
939	0.06235236197
940	0.06229746721
941	0.06224903259
942	0.06221219455
943	0.06219934522
944	0.06216173896
945	0.06214844276
946	0.06213410388
947	0.0621289958
948	0.06203577729
949	0.06202073947
950	0.061971894
951	0.06191977917
952	0.06187654594
953	0.06180858687
954	0.06175629144
955	0.06166117527
956	0.06163687721
957	0.06159564148
958	0.06155258285
959	0.06150996889
960	0.06144849178
961	0.06142799286
962	0.06136394152
963	0.06132773259
964	0.06126397916
965	0.06119278184
966	0.06115558698
967	0.06112035961
968	0.0610397269
969	0.0609743388
970	0.06095616203
971	0.06091795559
972	0.06088441692
973	0.06084749104
974	0.06083768026
975	0.06082689664
976	0.06076708203
977	0.06073092821
978	0.06067665928
979	0.06065119523
980	0.06061202303
981	0.06055646972
982	0.06054650016
983	0.06050973033
984	0.06046220143
985	0.06041764944
986	0.06039042849
987	0.06035145654
988	0.0603271121
989	0.0602874172
990	0.06021547621
991	0.06015276164
992	0.06012154076
993	0.06008021555
994	0.06001697282
995	0.05998355091
996	0.05993157522
997	0.05991220791
998	0.05985735244
999	0.05980967459
